name,stars_count,forks_count,watchers,pull_requests,primary_language,languages_used,commit_count,created_at,licence
mux,18034,1680,313,287,Go,['Go'],294.0,2012-10-02T21:32:24Z,"BSD 3-Clause ""New"" or ""Revised"" License"
weex,18031,2169,1749,1396,C++,"['C++', 'JavaScript', 'Java', 'C', 'Objective-C', 'Objective-C++', 'Vue', 'CMake', 'Python', 'Shell']",12043.0,2016-03-11T10:18:11Z,Apache License 2.0
FlutterExampleApps,17987,3508,933,32,Dart,['Dart'],52.0,2018-04-13T10:47:06Z,
dash,17960,1834,411,882,Python,"['Python', 'TypeScript', 'HTML', 'JavaScript', 'Less', 'CSS', 'Shell']",6521.0,2015-04-10T01:53:08Z,MIT License
You-Dont-Need-JavaScript,17944,1073,391,95,CSS,['CSS'],137.0,2016-07-05T07:30:42Z,Other
rough,17923,576,161,77,HTML,"['HTML', 'TypeScript', 'JavaScript']",447.0,2016-12-13T09:12:55Z,MIT License
spaceship-prompt,17916,951,98,586,Shell,"['Shell', 'Makefile', 'Dockerfile']",1826.0,2016-01-30T13:50:02Z,MIT License
toml,17909,870,329,438,,,847.0,2013-02-24T03:03:57Z,MIT License
livewire,17871,976,200,1128,Blade,"['Blade', 'PHP', 'JavaScript']",3033.0,2019-02-12T16:53:29Z,MIT License
zap,17871,1266,249,591,Go,"['Go', 'Makefile', 'Shell']",582.0,2016-02-18T19:52:56Z,MIT License
shardingsphere,17870,6146,1025,14918,Java,"['Java', 'ANTLR', 'FreeMarker', 'Shell', 'Dockerfile', 'Batchfile']",37427.0,2016-01-18T12:49:26Z,Apache License 2.0
core-js,17869,1357,232,290,JavaScript,"['JavaScript', 'HTML']",4958.0,2013-07-17T16:32:27Z,MIT License
mojs,17866,935,406,59,CoffeeScript,"['CoffeeScript', 'JavaScript', 'CSS', 'HTML']",1755.0,2014-06-26T08:49:14Z,MIT License
nginx,17863,6140,978,79,C,"['C', 'Vim Script', 'XS', 'Perl', 'Makefile', 'C++']",7117.0,2015-06-23T10:26:27Z,
saleor,17860,4876,387,7313,Python,"['Python', 'HTML', 'Dockerfile', 'Shell', 'Procfile']",20169.0,2013-02-12T16:46:39Z,"BSD 3-Clause ""New"" or ""Revised"" License"
corefx,17857,5211,1392,24927,,,4.0,2014-11-06T23:42:48Z,
react-developer-roadmap,17835,1962,586,59,JavaScript,['JavaScript'],92.0,2018-06-16T13:40:50Z,Other
learnopencv,17809,10903,865,510,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Java', 'C', 'C++', 'Cuda', 'Shell', 'CMake', 'Makefile', 'HTML']",2106.0,2015-02-17T08:00:51Z,
ZeroNet,17775,2282,855,584,JavaScript,"['JavaScript', 'Python', 'CSS', 'CoffeeScript', 'HTML', 'Dockerfile', 'Batchfile']",4033.0,2015-01-12T00:41:38Z,Other
llvm-project,17762,6661,583,272,,,449300.0,2016-12-07T09:39:33Z,Other
uikit,17754,2338,668,563,HTML,"['HTML', 'SCSS', 'Less', 'JavaScript']",5744.0,2013-07-18T16:00:26Z,MIT License
flexbox-layout,17741,1825,460,287,Kotlin,"['Kotlin', 'Java']",370.0,2016-05-04T08:11:22Z,Apache License 2.0
HikariCP,17733,2677,724,389,Java,"['Java', 'Shell']",2829.0,2013-10-08T05:43:03Z,Apache License 2.0
theia,17731,2301,292,5211,TypeScript,"['TypeScript', 'CSS', 'JavaScript', 'C', 'Shell', 'Dockerfile', 'HTML', 'Python', 'Batchfile']",6300.0,2017-02-24T14:42:05Z,Other
novu,17710,1077,123,1688,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'Handlebars', 'Shell', 'Vue', 'Dockerfile', 'EJS']",7997.0,2021-08-26T15:22:44Z,MIT License
Micro8,17708,6844,982,14,,,127.0,2019-02-18T08:30:52Z,
swoole-src,17699,3196,849,1691,C++,"['C++', 'PHP', 'C', 'M4', 'Shell', 'CMake', 'PLpgSQL', 'Python', 'Go', 'Makefile']",12614.0,2012-07-21T13:49:59Z,Apache License 2.0
tiptap,17697,1607,151,669,TypeScript,"['TypeScript', 'JavaScript', 'Shell']",5617.0,2018-08-20T19:58:58Z,MIT License
pytorch-handbook,17690,5161,523,57,Jupyter Notebook,['Jupyter Notebook'],249.0,2018-12-03T02:57:04Z,
cleave.js,17666,1661,190,198,JavaScript,"['JavaScript', 'HTML']",423.0,2016-05-18T12:45:03Z,Apache License 2.0
iced,17658,776,188,625,Rust,"['Rust', 'GLSL']",2965.0,2019-07-15T22:34:46Z,MIT License
sonic,17656,519,201,53,Rust,"['Rust', 'JavaScript', 'Shell', 'Dockerfile']",678.0,2019-02-26T13:16:58Z,Mozilla Public License 2.0
litemall,17654,6888,735,169,Java,"['Java', 'JavaScript', 'Vue', 'SCSS', 'CSS', 'Shell', 'HTML', 'Dockerfile']",1173.0,2018-03-22T16:42:30Z,MIT License
awesome-computer-vision,17652,3972,1186,91,,,206.0,2015-01-16T16:48:47Z,
heroicons,17649,1157,160,104,JavaScript,['JavaScript'],161.0,2020-02-24T14:16:00Z,MIT License
vue-admin-template,17647,6791,417,104,JavaScript,"['JavaScript', 'Vue', 'SCSS', 'HTML']",234.0,2017-06-26T05:41:14Z,MIT License
vcpkg,17646,5048,422,14597,CMake,"['CMake', 'PowerShell', 'Shell', 'Python', 'Ruby', 'Qt Script', 'Nix', 'Batchfile']",18049.0,2016-09-15T16:40:50Z,Other
vux,17633,3797,685,493,Vue,"['Vue', 'JavaScript', 'Less', 'CSS', 'HTML', 'Shell']",2624.0,2016-02-15T03:23:27Z,MIT License
ant-design-vue,17630,3372,301,1282,Vue,"['Vue', 'Less', 'TypeScript', 'JavaScript', 'HTML', 'Shell']",4612.0,2017-09-20T06:04:01Z,Other
mysql,17627,2507,502,391,JavaScript,['JavaScript'],1378.0,2010-07-29T14:58:13Z,MIT License
v2ray,17604,14212,441,79,Shell,['Shell'],1.0,2017-11-18T12:52:18Z,
awesome-pentest,17598,4134,1150,420,,,824.0,2014-08-03T23:13:53Z,
Real-ESRGAN,17555,1876,183,54,Python,['Python'],137.0,2021-07-19T03:23:30Z,"BSD 3-Clause ""New"" or ""Revised"" License"
sqlitebrowser,17550,1937,507,513,C++,"['C++', 'C', 'SCSS', 'CMake', 'Shell', 'Yacc', 'Batchfile', 'LLVM', 'Python']",3797.0,2014-05-04T01:54:44Z,Other
relay,17543,1775,350,2128,Rust,"['Rust', 'JavaScript', 'HTML', 'CSS', 'TypeScript', 'Shell', 'Python']",8702.0,2015-08-10T22:09:16Z,MIT License
hhvm,17534,3031,1013,3276,C++,"['C++', 'Hack', 'OCaml', 'Rust', 'Python', 'C', 'PHP', 'CMake', 'Shell', 'Assembly']",54634.0,2010-01-02T01:17:06Z,Other
zod,17530,592,44,459,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'Shell']",1710.0,2020-03-07T20:59:08Z,MIT License
athena,17506,3758,645,0,,,308.0,2018-10-23T06:41:02Z,
UTM,17496,1018,315,250,Swift,"['Swift', 'Objective-C', 'Python', 'C', 'Shell']",2691.0,2019-04-12T16:09:24Z,Apache License 2.0
redux-thunk,17485,1068,175,121,TypeScript,"['TypeScript', 'JavaScript']",177.0,2015-07-13T13:33:08Z,MIT License
cat,17481,5297,1147,1067,Java,"['Java', 'C', 'Less', 'C#', 'FreeMarker', 'Python', 'CMake', 'C++', 'Go', 'Erlang']",7410.0,2012-12-05T02:31:48Z,Apache License 2.0
kitty,17467,788,170,1098,Python,"['Python', 'C', 'Go', 'Objective-C', 'Shell', 'GLSL', 'Nix', 'Makefile', 'Vim Script', 'Ruby']",11447.0,2016-10-16T14:48:28Z,GNU General Public License v3.0
ice,17440,2077,449,3160,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'EJS', 'AppleScript', 'Shell']",2598.0,2016-11-03T06:59:15Z,MIT License
radare2,17429,2810,481,12658,C,"['C', 'Makefile', 'C++', 'Shell', 'Meson', 'SourcePawn', 'HTML', 'Roff', 'Python', 'CSS']",29693.0,2012-07-03T07:42:26Z,GNU Lesser General Public License v3.0
npm,17428,3226,865,2137,,,8342.0,2009-09-29T17:21:24Z,
grpc-go,17421,3875,483,3819,Go,"['Go', 'Shell', 'Dockerfile', 'Makefile']",4397.0,2014-12-08T18:59:34Z,Apache License 2.0
gotty,17418,1324,334,112,Go,"['Go', 'TypeScript', 'Makefile', 'CSS', 'JavaScript', 'HTML']",230.0,2015-08-16T09:48:33Z,MIT License
handsontable,17415,2834,456,2092,JavaScript,"['JavaScript', 'TypeScript', 'SCSS', 'Vue', 'CSS', 'EJS']",7769.0,2011-05-23T22:38:58Z,Other
flux,17399,3584,651,317,JavaScript,"['JavaScript', 'CSS']",494.0,2014-07-20T23:33:08Z,Other
MagicMirror,17382,3959,647,1560,JavaScript,"['JavaScript', 'CSS', 'Nunjucks', 'HTML', 'TypeScript', 'Shell']",4697.0,2014-02-19T15:48:09Z,MIT License
trix,17373,1059,255,266,JavaScript,"['JavaScript', 'SCSS', 'Ruby', 'HTML', 'Shell']",2904.0,2013-08-01T22:21:30Z,MIT License
react-testing-library,17369,1035,144,446,JavaScript,"['JavaScript', 'TypeScript', 'Shell']",489.0,2018-03-19T13:39:49Z,MIT License
awesome-dotnet-core,17339,2676,1143,747,C#,['C#'],1253.0,2016-03-17T03:52:09Z,
textual,17338,506,153,681,Python,"['Python', 'Jinja', 'CSS', 'TypeScript', 'Makefile']",4385.0,2021-04-08T15:24:47Z,MIT License
Inquirer.js,17318,1206,152,442,JavaScript,"['JavaScript', 'TypeScript']",1022.0,2013-05-17T01:41:36Z,MIT License
motion,17315,541,94,721,TypeScript,"['TypeScript', 'HTML', 'JavaScript', 'Makefile', 'Dockerfile']",3995.0,2018-11-16T09:48:38Z,MIT License
PythonRobotics,17305,5440,500,468,Python,"['Python', 'Shell']",1798.0,2016-03-21T09:34:43Z,Other
CNTK,17295,4382,1275,557,C++,"['C++', 'Jupyter Notebook', 'Python', 'Cuda', 'C#', 'Shell', 'SWIG', 'Bikeshed', 'PowerShell', 'Makefile']",16117.0,2015-11-26T09:52:06Z,Other
fks,17293,4629,1605,118,JavaScript,"['JavaScript', 'CSS', 'HTML', 'Makefile']",219.0,2012-10-17T05:55:16Z,
daisyui,17276,695,123,161,Svelte,"['Svelte', 'CSS', 'JavaScript', 'HTML', 'Astro', 'Shell']",1896.0,2020-11-28T22:57:27Z,MIT License
matomo,17239,2421,423,6754,PHP,"['PHP', 'HTML', 'JavaScript', 'Vue', 'Twig', 'TypeScript', 'Less', 'CSS', 'Perl', 'Shell']",28822.0,2011-03-30T21:18:17Z,GNU General Public License v3.0
grapesjs,17223,3270,464,494,TypeScript,"['TypeScript', 'JavaScript', 'SCSS', 'HTML']",5240.0,2016-01-22T00:23:19Z,"BSD 3-Clause ""New"" or ""Revised"" License"
n,17217,733,204,264,Shell,"['Shell', 'Makefile']",770.0,2011-01-05T14:53:19Z,MIT License
BoostNote-Legacy,17214,1541,315,1362,JavaScript,"['JavaScript', 'Stylus', 'HTML']",4730.0,2016-03-06T17:06:07Z,Other
velocity,17202,1619,409,116,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'CSS']",895.0,2014-04-09T20:02:38Z,MIT License
surrealdb,17170,413,130,140,Rust,"['Rust', 'Nix', 'Makefile', 'Dockerfile', 'HTML']",2014.0,2021-12-09T15:03:29Z,Other
jina,17162,2015,185,3793,Python,"['Python', 'Shell', 'Dockerfile']",8155.0,2020-02-13T17:04:44Z,Apache License 2.0
v86,17158,1217,358,147,Rust,"['Rust', 'JavaScript', 'C', 'WebAssembly', 'Assembly', 'HTML', 'C++', 'Makefile', 'Python', 'CSS']",4121.0,2013-11-06T00:12:12Z,"BSD 2-Clause ""Simplified"" License"
Gooey,17144,931,271,287,Python,['Python'],743.0,2014-01-01T21:06:05Z,MIT License
quick-look-plugins,17134,551,433,43,,,56.0,2013-12-07T15:43:33Z,
dotfiles,17133,19741,37,111,Shell,['Shell'],319.0,2014-04-04T14:54:29Z,
Data-Science-For-Beginners,17130,3260,361,343,Jupyter Notebook,"['Jupyter Notebook', 'Vue', 'HTML', 'JavaScript']",1325.0,2021-03-03T16:30:15Z,MIT License
budibase,17128,1031,202,2528,TypeScript,"['TypeScript', 'Svelte', 'JavaScript', 'Shell', 'Handlebars', 'Dockerfile', 'CSS', 'HTML', 'Smarty', 'TSQL']",28418.0,2019-06-07T11:03:41Z,Other
bokeh,17125,4020,452,5477,Python,"['Python', 'TypeScript', 'HTML', 'GLSL', 'Less', 'JavaScript', 'Shell', 'Dockerfile', 'CSS']",19919.0,2012-03-26T15:40:01Z,"BSD 3-Clause ""New"" or ""Revised"" License"
semantic-release,17118,1649,49,1054,JavaScript,['JavaScript'],1114.0,2014-09-15T16:18:28Z,
ethereumbook,17116,4233,579,825,JavaScript,"['JavaScript', 'Vue', 'Solidity', 'HTML', 'Jupyter Notebook', 'Python', 'CSS', 'Go', 'Shell']",3209.0,2016-08-10T15:07:54Z,Other
kuboard-press,17096,1276,200,22,JavaScript,"['JavaScript', 'HTML', 'Vue', 'Shell', 'CSS', 'SCSS', 'Less', 'Stylus', 'Dockerfile', 'Ruby']",946.0,2019-07-24T16:45:29Z,
dropzone,17091,3328,404,250,JavaScript,"['JavaScript', 'SCSS', 'HTML']",1100.0,2012-02-12T16:19:18Z,Other
neofetch,17082,1284,212,1185,Shell,"['Shell', 'Roff', 'Makefile']",5274.0,2015-12-30T10:19:46Z,MIT License
trojan,17071,2888,501,80,C++,"['C++', 'CMake', 'Shell', 'Python', 'Dockerfile']",466.0,2017-10-21T16:07:42Z,GNU General Public License v3.0
awesome-blockchain-cn,17070,3538,1028,25,JavaScript,['JavaScript'],72.0,2017-03-12T06:02:46Z,Apache License 2.0
ToolJet,17069,1485,135,3005,JavaScript,"['JavaScript', 'TypeScript', 'SCSS', 'HTML', 'Shell', 'EJS', 'Dockerfile', 'HCL', 'Procfile', 'Batchfile']",3898.0,2021-03-30T08:51:34Z,GNU Affero General Public License v3.0
SpringCloudLearning,17066,8047,834,13,Java,"['Java', 'Dockerfile']",72.0,2017-04-08T10:06:56Z,
fastbook,17064,6488,488,355,Jupyter Notebook,"['Jupyter Notebook', 'Python']",488.0,2020-02-28T19:26:47Z,Other
zulip,17054,5879,375,16393,Python,"['Python', 'JavaScript', 'HTML', 'CSS', 'Handlebars', 'TypeScript', 'Shell', 'Puppet', 'Perl', 'Dockerfile']",49696.0,2015-09-25T16:37:25Z,Apache License 2.0
Cloudreve,17045,2932,226,133,Go,"['Go', 'Shell', 'Dockerfile']",840.0,2018-02-04T04:56:38Z,GNU General Public License v3.0
vim-airline,17044,1126,231,839,Vim Script,['Vim Script'],2727.0,2013-06-30T18:49:56Z,MIT License
vim-fugitive,17039,973,224,386,Vim Script,['Vim Script'],2103.0,2009-10-09T01:09:49Z,
framework7,17034,3280,690,683,JavaScript,"['JavaScript', 'Vue', 'Svelte', 'HTML', 'Less', 'CSS', 'Python']",6685.0,2014-02-23T12:15:53Z,MIT License
react-native-guide,17031,3805,1033,57,,,157.0,2015-04-10T03:34:17Z,
react-grid-layout,17023,2304,225,399,JavaScript,"['JavaScript', 'CSS', 'Makefile', 'HTML', 'Shell']",715.0,2014-12-27T14:28:40Z,MIT License
WordPress,17021,11958,1432,611,PHP,"['PHP', 'JavaScript', 'CSS', 'SCSS', 'HTML']",46973.0,2011-12-01T07:05:17Z,Other
knex,17006,1998,205,1961,JavaScript,"['JavaScript', 'TypeScript', 'Shell']",2985.0,2012-12-29T05:18:25Z,MIT License
jaeger,17001,2039,339,2249,Go,"['Go', 'Shell', 'Makefile', 'Python', 'Jsonnet', 'Dockerfile', 'HTML', 'JavaScript', 'sed']",1912.0,2016-04-15T18:49:02Z,Apache License 2.0
awesome-chatgpt-prompts,16991,1439,275,201,HTML,['HTML'],285.0,2022-12-05T13:54:13Z,Creative Commons Zero v1.0 Universal
alist,16989,2419,101,246,Go,"['Go', 'Shell', 'Makefile', 'Dockerfile']",1272.0,2020-12-23T17:40:29Z,GNU Affero General Public License v3.0
Scoop,16982,1302,248,2565,PowerShell,"['PowerShell', 'C#', 'Makefile']",10148.0,2013-05-11T03:52:15Z,Other
mantine,16968,1170,82,1019,TypeScript,"['TypeScript', 'JavaScript', 'Shell']",9445.0,2021-01-07T14:02:19Z,MIT License
MS-DOS,16962,2617,577,370,Assembly,['Assembly'],96.0,2018-06-25T18:26:02Z,Other
handlebars.js,16957,2081,455,522,JavaScript,"['JavaScript', 'HTML', 'TypeScript', 'Shell', 'Ruby', 'Handlebars', 'Mustache']",2025.0,2010-07-31T18:54:46Z,MIT License
roslyn,16943,3800,1035,35201,C#,"['C#', 'Visual Basic .NET', 'PowerShell', '1C Enterprise', 'Shell', 'CMake', 'Batchfile', 'Vim Snippet', 'C++', 'F#']",94443.0,2015-01-11T02:39:03Z,MIT License
SwiftLint,16939,2037,250,2496,Swift,"['Swift', 'Starlark', 'Ruby', 'Makefile', 'Shell', 'HTML', 'Dockerfile']",6069.0,2015-05-16T16:59:31Z,MIT License
tfjs,16937,1795,324,3594,TypeScript,"['TypeScript', 'JavaScript', 'C++', 'Python', 'Starlark', 'HTML', 'Shell', 'CSS', 'Objective-C', 'Java']",5755.0,2018-03-05T05:41:02Z,Apache License 2.0
Mindustry,16928,2347,557,4541,Java,"['Java', 'GLSL', 'JavaScript', 'Shell', 'Ruby', 'Batchfile']",16050.0,2017-04-30T01:24:29Z,GNU General Public License v3.0
fresco,16898,3778,872,410,Java,"['Java', 'Kotlin', 'C++', 'C', 'Makefile', 'Python', 'Shell']",3436.0,2015-03-02T09:58:04Z,MIT License
less.js,16884,3465,664,936,JavaScript,"['JavaScript', 'Less', 'CSS', 'HTML', 'TypeScript']",2968.0,2010-02-20T17:25:38Z,Apache License 2.0
proxy_pool,16883,4435,444,168,Python,"['Python', 'Dockerfile', 'Shell']",626.0,2016-11-25T13:49:07Z,MIT License
TeachYourselfCS-CN,16866,3051,393,11,,,32.0,2019-10-04T08:53:38Z,Creative Commons Attribution Share Alike 4.0 International
wechat-app-mall,16854,5892,897,75,JavaScript,['JavaScript'],595.0,2017-03-30T09:16:15Z,Apache License 2.0
statsd,16849,1988,457,459,JavaScript,"['JavaScript', 'Shell', 'Perl', 'Dockerfile', 'Procfile']",1021.0,2010-12-30T00:09:50Z,MIT License
ILSpy,16823,3038,695,639,C#,"['C#', 'PowerShell', 'Jupyter Notebook', 'Visual Basic .NET', 'F#', 'Batchfile', 'Shell']",7306.0,2011-02-04T11:24:20Z,
awesome-tensorflow,16821,3071,959,174,,,293.0,2016-02-27T17:00:27Z,Creative Commons Zero v1.0 Universal
EasyOCR,16814,2432,283,199,Python,"['Python', 'C++', 'Cuda', 'Jupyter Notebook', 'C', 'Ruby', 'Dockerfile', 'Shell']",569.0,2020-03-14T11:46:39Z,Apache License 2.0
Android-Universal-Image-Loader,16811,6229,1342,152,Java,['Java'],1038.0,2011-11-27T18:48:23Z,Apache License 2.0
web3.js,16810,4364,444,2133,JavaScript,"['JavaScript', 'TypeScript', 'Shell', 'Solidity', 'HTML', 'Makefile']",3378.0,2014-09-30T20:50:37Z,Other
gun,16809,1134,324,551,JavaScript,"['JavaScript', 'HTML', 'TypeScript', 'CSS', 'Dockerfile', 'Shell', 'Procfile']",2454.0,2014-07-31T15:52:10Z,Other
jquery-pjax,16799,2056,560,280,JavaScript,"['JavaScript', 'HTML', 'Ruby', 'Shell']",508.0,2011-02-26T02:44:18Z,MIT License
cocos2d-x,16792,7066,1251,15801,C++,"['C++', 'Lua', 'C', 'Objective-C++', 'Java', 'Python', 'Objective-C', 'CMake', 'GLSL', 'PLSQL']",37358.0,2010-11-18T23:17:00Z,
learngo,16786,2215,318,108,Go,"['Go', 'Makefile', 'HTML']",526.0,2018-10-15T11:12:00Z,Other
sanic,16756,1489,413,1406,Python,"['Python', 'Makefile', 'HTML', 'Go', 'Dockerfile']",2749.0,2016-05-26T04:38:22Z,MIT License
goreplay,16756,1696,474,425,Go,"['Go', 'JavaScript', 'HTML', 'CSS', 'Makefile', 'Ruby', 'Dockerfile', 'Procfile']",1302.0,2013-05-30T09:29:07Z,Other
prisma1,16755,914,95,1704,Scala,"['Scala', 'TypeScript', 'Shell', 'Java', 'JavaScript', 'HTML', 'Makefile', 'EJS']",12493.0,2016-09-25T12:54:40Z,Apache License 2.0
react-helmet,16751,707,117,310,JavaScript,['JavaScript'],349.0,2015-06-18T00:07:34Z,MIT License
matplotlib,16739,6690,590,15811,Python,"['Python', 'C++', 'Jupyter Notebook', 'Objective-C', 'JavaScript', 'C', 'CSS', 'HTML', 'Shell', 'PostScript']",45653.0,2011-02-19T03:17:12Z,
UnblockNeteaseMusic,16732,2535,241,45,JavaScript,"['JavaScript', 'Dockerfile', 'HTML']",413.0,2018-06-19T21:18:41Z,MIT License
material,16720,3525,719,3084,JavaScript,"['JavaScript', 'SCSS', 'HTML', 'CSS', 'Shell', 'PHP']",4949.0,2014-07-01T19:20:06Z,MIT License
spdlog,16719,3542,431,716,C++,"['C++', 'CMake', 'C', 'Shell', 'Python']",4114.0,2014-11-01T01:28:53Z,Other
nginx-proxy,16702,2853,278,561,Python,"['Python', 'Shell', 'Dockerfile', 'Makefile', 'Procfile']",927.0,2014-05-05T17:01:40Z,MIT License
diem,16698,2593,541,9296,Rust,"['Rust', 'JavaScript', 'SMT', 'CSS', 'Shell', 'TeX', 'Boogie', 'Dockerfile', 'Python', 'Java']",9768.0,2019-04-02T21:51:45Z,Apache License 2.0
Tvlist-awesome-m3u-m3u8,16677,2400,423,6,,,49.0,2017-02-18T03:59:25Z,
lazysizes,16676,1760,285,135,JavaScript,"['JavaScript', 'HTML', 'CSS']",854.0,2014-10-11T21:03:26Z,MIT License
plugins,16674,9872,515,6994,Dart,"['Dart', 'Java', 'Objective-C', 'C++', 'CMake', 'Swift', 'Ruby', 'C', 'HTML', 'Shell']",4444.0,2017-04-18T17:02:37Z,"BSD 3-Clause ""New"" or ""Revised"" License"
open-source-cs,16671,2828,1050,21,,,16.0,2019-01-19T04:11:33Z,MIT License
tinker,16661,3328,707,151,Java,"['Java', 'Groovy', 'Python', 'Shell', 'AIDL']",815.0,2016-09-06T06:57:52Z,Other
websocketd,16660,996,367,112,Go,"['Go', 'Makefile', 'Roff']",318.0,2013-02-14T14:52:55Z,"BSD 2-Clause ""Simplified"" License"
mimikatz,16645,3225,904,53,C,"['C', 'YARA', 'Batchfile']",337.0,2014-04-06T18:30:02Z,
dragonfly,16644,551,125,367,C++,"['C++', 'C', 'Python', 'CMake', 'Shell', 'Smarty', 'Dockerfile', 'Makefile']",678.0,2021-12-11T10:00:42Z,Other
bubbletea,16637,514,99,366,Go,['Go'],691.0,2020-01-10T21:04:03Z,MIT License
mars,16631,3529,789,121,C++,"['C++', 'C', 'PHP', 'Assembly', 'Python', 'Java', 'Shell', 'HTML', 'CMake', 'Objective-C']",1671.0,2016-12-12T04:39:54Z,Other
Best-Flutter-UI-Templates,16605,3843,508,33,Dart,"['Dart', 'Swift', 'Kotlin', 'Objective-C']",111.0,2019-09-02T08:36:18Z,Other
ddia,16602,3622,359,219,Python,"['Python', 'HTML', 'Shell', 'Makefile']",717.0,2018-02-08T04:26:52Z,Creative Commons Attribution 4.0 International
ionicons,16598,2062,406,200,TypeScript,"['TypeScript', 'HTML', 'CSS', 'JavaScript']",563.0,2013-10-10T14:34:18Z,MIT License
Avalonia,16596,1452,450,3911,C#,"['C#', 'Objective-C++', 'TypeScript', 'Objective-C', 'C++', 'PowerShell', 'Shell', 'C', 'JavaScript', 'HTML']",22723.0,2013-12-05T20:13:21Z,MIT License
leetcode,16596,4803,1000,222,C++,"['C++', 'Java', 'Python', 'Shell', 'Go']",788.0,2014-10-20T03:22:04Z,
material-components-web,16595,2207,389,4870,TypeScript,"['TypeScript', 'SCSS', 'JavaScript', 'Shell']",7296.0,2016-12-05T16:04:09Z,MIT License
draggable,16595,1063,608,258,JavaScript,['JavaScript'],388.0,2017-09-27T15:31:23Z,MIT License
pytorch_geometric,16584,3032,251,1540,Python,"['Python', 'Shell', 'Jinja', 'Dockerfile']",6230.0,2017-10-06T16:03:03Z,MIT License
css-modules,16576,557,222,47,,,69.0,2015-05-25T21:54:47Z,
visx,16575,650,153,685,TypeScript,"['TypeScript', 'CSS', 'JavaScript', 'HTML']",3134.0,2017-03-15T16:25:41Z,MIT License
hosts,16574,7631,1859,470,Rascal,"['Rascal', 'Shell']",1260.0,2014-07-04T01:05:27Z,MIT License
dotenv,16568,827,111,286,JavaScript,"['JavaScript', 'Shell', 'TypeScript']",500.0,2013-07-05T18:25:05Z,"BSD 2-Clause ""Simplified"" License"
xbar,16563,643,178,222,Go,"['Go', 'Objective-C', 'HTML', 'Svelte', 'JavaScript', 'Shell', 'CSS', 'Makefile']",1038.0,2013-11-13T21:00:12Z,MIT License
mint-ui,16550,3558,478,407,Vue,"['Vue', 'JavaScript', 'CSS', 'Makefile', 'Smarty', 'Shell']",304.0,2016-05-17T09:54:10Z,MIT License
podman,16550,1778,196,9811,Go,"['Go', 'Shell', 'Perl', 'Python', 'C', 'Makefile', 'PowerShell', 'Dockerfile', 'Ruby', 'Batchfile']",17754.0,2017-11-01T15:01:27Z,Apache License 2.0
desktop,16548,8706,1791,5105,TypeScript,"['TypeScript', 'SCSS', 'JavaScript', 'CSS', 'Shell', 'PowerShell', 'HTML', 'Batchfile']",33489.0,2016-05-11T15:59:00Z,MIT License
asdf,16543,634,117,689,Shell,"['Shell', 'Nu', 'Elvish', 'Python']",1565.0,2014-11-29T04:41:43Z,MIT License
annotated_deep_learning_paper_implementations,16500,1808,271,77,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Makefile']",688.0,2020-08-25T02:29:34Z,MIT License
vant-weapp,16495,3429,441,1746,JavaScript,"['JavaScript', 'TypeScript', 'Less', 'Shell']",2553.0,2017-01-23T07:05:54Z,MIT License
react-loadable,16479,850,144,239,JavaScript,['JavaScript'],220.0,2017-03-09T18:41:17Z,MIT License
node-lessons,16467,4818,1122,45,JavaScript,"['JavaScript', 'Makefile']",258.0,2014-10-05T09:57:08Z,
typeahead.js,16467,3266,564,474,JavaScript,"['JavaScript', 'HTML', 'Shell']",594.0,2013-02-19T19:45:01Z,MIT License
OnJava8,16463,5495,630,468,,,1335.0,2018-11-20T05:41:18Z,MIT License
sunflower,16461,4344,506,580,Kotlin,['Kotlin'],515.0,2018-05-23T03:02:28Z,Apache License 2.0
hashcat,16452,2461,488,1754,C,"['C', 'Perl', 'Shell', 'Python', 'Objective-C', 'Makefile', 'C++', 'Batchfile']",8942.0,2015-12-04T14:46:51Z,
openvpn-install,16447,4407,529,174,Shell,['Shell'],185.0,2013-05-14T12:03:29Z,MIT License
medusa,16439,1090,130,2173,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Shell']",2892.0,2020-01-18T13:39:04Z,MIT License
zheng,16439,7463,1470,135,Java,"['Java', 'CSS', 'JavaScript', 'HTML', 'Shell', 'Batchfile']",1241.0,2016-10-04T10:07:06Z,MIT License
bcc,16428,3265,555,2782,C,"['C', 'Python', 'C++', 'Lua', 'CMake', 'Shell', 'Makefile', 'HTML']",4502.0,2015-05-01T19:52:32Z,Apache License 2.0
CnC_Remastered_Collection,16412,4318,509,23,C++,"['C++', 'C#', 'C', 'Assembly', 'Python', 'Objective-C']",12.0,2020-03-30T17:48:04Z,Other
simdjson,16409,889,235,1150,C++,"['C++', 'CMake', 'C', 'Python', 'Shell', 'Ruby', 'JavaScript', 'Makefile', 'Dockerfile']",2454.0,2018-03-23T00:49:18Z,Apache License 2.0
actix-web,16408,1483,223,1221,Rust,"['Rust', 'Shell', 'JavaScript']",4226.0,2017-09-30T15:30:02Z,Apache License 2.0
